"511","541","506","529","548","817","723","725","167","24848"
"537","502","511","526","566","805","708","708","161","24949"
"511","507","525","511","554","786","686","685","143","25050"
"511","497","528","533","551","773","655","653","130","25151"
"511","510","506","538","528","753","625","624","122","25252"
"524","555","534","503","549","737","603","597","113","25353"
"528","511","511","509","557","736","593","587","114","25454"
"511","533","537","511","560","732","592","587","119","25555"
"529","510","534","532","550","739","593","587","126","25656"
"509","501","511","509","557","752","609","603","139","25757"
"527","523","526","502","545","765","626","625","147","25858"
"491","499","537","510","557","783","656","654","165","25959"
"508","495","527","531","547","801","682","685","173","26060"
"530","531","505","523","553","821","706","709","179","26161"
"539","511","506","496","579","830","722","723","187","26262"
"528","528","509","529","555","833","729","735","178","26363"
"528","529","511","499","547","828","731","734","176","26464"
"528","527","529","528","546","816","720","720","163","26565"
"511","528","527","528","557","807","702","701","148","26666"
"510","511","523","511","545","784","673","666","137","26767"
"528","511","511","528","539","763","640","641","124","26868"
"522","528","507","523","551","752","624","617","118","26969"
"567","532","524","546","547","736","598","592","113","27070"
"530","522","511","503","557","736","593","587","117","27171"
"499","507","503","510","545","737","592","584","118","27272"
"560","531","506","490","560","745","595","592","129","27373"
"525","509","511","522","560","753","614","608","141","27474""511","528","540","524","549","758","637","635","125","31918"
"532","496","534","509","542","749","615","609","117","32019"
"528","545","511","528","555","735","595","591","113","32120"
"528","528","511","525","543","735","591","586","118","32221"
"511","551","511","525","542","739","592","583","123","32322"
"526","490","527","530","550","747","603","596","134","32423"
"523","529","508","541","549","757","624","621","144","32524"
"511","526","527","533","551","779","646","645","160","32625"
"527","528","528","526","543","790","671","673","174","32726"
"523","523","529","571","559","814","697","700","178","32827"
"523","528","511","535","548","824","719","721","187","32928"
"534","500","496","528","530","816","723","725","179","33029"
"525","528","526","523","540","832","730","733","176","33130"
"511","511","527","530","549","818","720","723","165","33231"
"528","495","502","506","555","809","703","703","151","33332"
"525","511","511","540","555","787","680","674","142","33433"
"477","528","529","501","581","768","647","646","128","33534"
"510","508","505","536","570","752","626","622","118","33635"
"525","525","510","511","550","734","602","593","112","33736"
"581","507","543","552","557","732","592","585","115","33837"
"489","528","511","509","553","735","592","581","119","33938"
"511","503","528","499","544","740","597","586","130","34039"
"535","533","526","496","540","762","617","609","142","34140"
"507","524","511","490","546","770","636","631","151","34241"
"526","511","530","511","544","787","658","659","161","34342"
"531","496","509","541","553","802","684","685","172","34443"
"511","507","527","541","545","822","711","711","181","34544"
"475","523","505","533","553","830","723","726","182","34645"
"511","526","511","560","546","829","730","727","179","34746"
"511","526","511","487","555","825","725","727","175","34847"
"494","525","507","528","555","815","713","711","155","34948"
"511","529","511","529","559","801","691","689","144","35049"
"529","534","496","511","542","781","663","659","134","35150"
"525","511","510","528","557","762","638","635","125","35251"
"511","528","505","528","553","750","615","606","117","35352"
"511","505","507","528","550","736","594","589","114","35453"
"524","503","496","503","568","736","591","582","117","35554"
"511","527","508","528","550","734","591","579","124","35655"
"526","528","496","511","549","750","604","595","133","35756"
"510","511","507","510","542","770","624","619","144","35857"
